2019-01-01 17:02;1,145980000;1,145990000;1,145980000;1,145980000;,0000
2019-01-01 17:03;1,145980000;1,146070000;1,145980000;1,146070000;,0000
2019-01-01 17:04;1,146070000;1,146070000;1,146060000;1,146060000;,0000
2019-01-01 17:05;1,146060000;1,146210000;1,146060000;1,146210000;,0000
2019-01-01 17:06;1,146190000;1,146660000;1,146040000;1,146650000;,0000
2019-01-01 17:07;1,146650000;1,146720000;1,146070000;1,146070000;,0000
2019-01-01 17:08;1,146070000;1,146070000;1,146060000;1,146070000;,0000
2019-01-01 17:09;1,146070000;1,146170000;1,146060000;1,146060000;,0000
2019-01-01 17:10;1,146070000;1,146070000;1,146070000;1,146070000;,0000
2019-01-01 17:11;1,146070000;1,146170000;1,146060000;1,146070000;,0000
2019-01-01 17:12;1,146070000;1,146080000;1,146070000;1,146080000;,0000
2019-01-01 17:13;1,146080000;1,146080000;1,146070000;1,146070000;,0000
2019-01-01 17:14;1,146070000;1,146080000;1,146070000;1,146080000;,0000
2019-01-01 17:15;1,146070000;1,146080000;1,146070000;1,146070000;,0000
2019-01-01 17:16;1,146070000;1,146080000;1,146070000;1,146070000;,0000
2019-01-01 17:17;1,146070000;1,146070000;1,146070000;1,146070000;,0000
2019-01-01 17:18;1,146060000;1,146170000;1,146060000;1,146070000;,0000
2019-01-01 17:19;1,146170000;1,146170000;1,146060000;1,146060000;,0000
2019-01-01 17:20;1,146070000;1,146160000;1,146060000;1,146160000;,0000
2019-01-01 17:21;1,146060000;1,146160000;1,146060000;1,146070000;,0000
2019-01-01 17:22;1,146060000;1,146070000;1,146060000;1,146060000;,0000
2019-01-01 17:23;1,146060000;1,146070000;1,146060000;1,146060000;,0000
2019-01-01 17:24;1,146060000;1,146080000;1,146060000;1,146070000;,0000
2019-01-01 17:25;1,146070000;1,146070000;1,146060000;1,146060000;,0000
2019-01-01 17:26;1,146060000;1,146070000;1,146060000;1,146060000;,0000
2019-01-01 17:27;1,146060000;1,146060000;1,146060000;1,146060000;,0000
2019-01-01 17:28;1,146060000;1,146060000;1,146040000;1,146040000;,0000
2019-01-01 17:29;1,146050000;1,146120000;1,146040000;1,146110000;,0000
2019-01-01 17:30;1,146110000;1,146110000;1,146080000;1,146080000;,0000
2019-01-01 17:31;1,146080000;1,146080000;1,146060000;1,146060000;,0000
2019-01-01 17:32;1,146070000;1,146160000;1,146060000;1,146070000;,0000
2019-01-01 17:33;1,146070000;1,146160000;1,146070000;1,146150000;,0000
2019-01-01 17:34;1,146150000;1,146160000;1,146070000;1,146070000;,0000
2019-01-01 17:35;1,146080000;1,146080000;1,146060000;1,146070000;,0000
2019-01-01 17:36;1,146070000;1,146070000;1,146060000;1,146070000;,0000
2019-01-01 17:37;1,146070000;1,146180000;1,146070000;1,146070000;,0000
2019-01-01 17:38;1,146060000;1,146070000;1,146060000;1,146070000;,0000
2019-01-01 17:39;1,146070000;1,146070000;1,146060000;1,146060000;,0000
2019-01-01 17:40;1,146050000;1,146350000;1,146050000;1,146080000;,0000
2019-01-01 17:41;1,146070000;1,146260000;1,146030000;1,146260000;,0000
2019-01-01 17:42;1,146250000;1,146260000;1,146210000;1,146250000;,0000
2019-01-01 17:43;1,146260000;1,146260000;1,146150000;1,146250000;,0000
2019-01-01 17:44;1,146260000;1,146260000;1,146210000;1,146250000;,0000
2019-01-01 17:45;1,146270000;1,146280000;1,146210000;1,146280000;,0000
2019-01-01 17:46;1,146250000;1,146270000;1,146190000;1,146260000;,0000
2019-01-01 17:47;1,146280000;1,14630000;1,146240000;1,146280000;,0000
2019-01-01 17:48;1,146280000;1,146280000;1,146140000;1,146140000;,0000
2019-01-01 17:49;1,146110000;1,146250000;1,146090000;1,146170000;,0000
2019-01-01 17:50;1,146190000;1,146250000;1,146090000;1,146090000;,0000
2019-01-01 17:51;1,146090000;1,14620000;1,146060000;1,146190000;,0000
